Smelly_ExcessiveInterlangCommunication,Smelly_Toomuchclustring,Smelly_ToomuchScattering,Smelly_UnusedMethodDeclaration,Smelly_UnusedMethodImplementation,Smelly_UnusedParameter,Smelly_AssumingSafeReturnValue,Smelly_ExcessiveObjects,Smelly_NotHandlingExceptions,Smelly_NotCachingObjects,Smelly_NotSecuringLibraries,Smelly_HardCodingLibraries,Smelly_NotUsingRelativePath,Smelly_MemoryManagementMismatch,Smelly_LocalReferencesAbuse
44,62,0,69,0,1265,42,0,42,0,53,0,42,21,24
