Smelly_ExcessiveInterlangCommunication,Smelly_Toomuchclustring,Smelly_ToomuchScattering,Smelly_UnusedMethodDeclaration,Smelly_UnusedMethodImplementation,Smelly_UnusedParameter,Smelly_AssumingSafeReturnValue,Smelly_ExcessiveObjects,Smelly_NotHandlingExceptions,Smelly_NotCachingObjects,Smelly_NotSecuringLibraries,Smelly_HardCodingLibraries,Smelly_NotUsingRelativePath,Smelly_MemoryManagementMismatch,Smelly_LocalReferencesAbuse
254,67,342,123,0,9,0,0,0,0,30,7,0,0,0
