Smelly_ExcessiveInterlangCommunication,Smelly_Toomuchclustring,Smelly_ToomuchScattering,Smelly_UnusedMethodDeclaration,Smelly_UnusedMethodImplementation,Smelly_UnusedParameter,Smelly_AssumingSafeReturnValue,Smelly_ExcessiveObjects,Smelly_NotHandlingExceptions,Smelly_NotCachingObjects,Smelly_NotSecuringLibraries,Smelly_HardCodingLibraries,Smelly_NotUsingRelativePath,Smelly_MemoryManagementMismatch,Smelly_LocalReferencesAbuse
287,480,798,138,0,1485,63,0,63,0,68,21,27,28,19
