Smelly_ExcessiveInterlangCommunication,Smelly_Toomuchclustring,Smelly_ToomuchScattering,Smelly_UnusedMethodDeclaration,Smelly_UnusedMethodImplementation,Smelly_UnusedParameter,Smelly_AssumingSafeReturnValue,Smelly_ExcessiveObjects,Smelly_NotHandlingExceptions,Smelly_NotCachingObjects,Smelly_NotSecuringLibraries,Smelly_HardCodingLibraries,Smelly_NotUsingRelativePath,Smelly_MemoryManagementMismatch,Smelly_LocalReferencesAbuse
61,135,530,574,37,940,0,0,35,0,2,0,2,28,29
