Smelly_ExcessiveInterlangCommunication,Smelly_Toomuchclustring,Smelly_ToomuchScattering,Smelly_UnusedMethodDeclaration,Smelly_UnusedMethodImplementation,Smelly_UnusedParameter,Smelly_AssumingSafeReturnValue,Smelly_ExcessiveObjects,Smelly_NotHandlingExceptions,Smelly_NotCachingObjects,Smelly_NotSecuringLibraries,Smelly_HardCodingLibraries,Smelly_NotUsingRelativePath,Smelly_MemoryManagementMismatch,Smelly_LocalReferencesAbuse
0,246,577,264,107,2935,219,0,262,0,218,0,44,0,43
