Topic_no,Keywords,Contrib,System,Text
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.1291,OpenDDS,Check some QoS values and make sure we return main 0 when we have an error * tests/DCPS/QoS_XML/dump/qos.xml: * tests/DCPS/QoS_XML/dump/qos_dump.cpp:/Check some QoS values and make sure we return main 0 when we have an error * tests/DCPS/QoS_XML/dump/qos.xml: * tests/DCPS/QoS_XML/dump/qos_dump.cpp:/
,,0.1766,OpenDDS,"Coverity Scan Defects: Addressing Uncaught Exceptions/Extend QC test with a more complex test in attempt to reproduce a dds4ccm crash when using filters * tests/DCPS/QueryCondition/rtps_disc.ini: Added. * bin/dcps_tests.lst: * tests/DCPS/Priority/DataReaderListener.h: * tests/DCPS/Priority/Subscriber.cpp: * tests/DCPS/QueryCondition/Messenger.idl: * tests/DCPS/QueryCondition/QueryConditionTest.cpp: * tests/DCPS/QueryCondition/run_test.pl: * tests/DCPS/UnitTests/UnitTests.mpc:/Check the number of tokens as part of the query condition matches the length of the query parameters, issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/QueryConditionImpl.cpp: * dds/DCPS/QueryConditionImpl.h: * tests/DCPS/QueryCondition/QueryConditionTest.cpp: * tests/DCPS/QueryCondition/run_test.pl:/"
,,0.0639,OpenDDS,Merge pull request from huangminghuang/Serializer_wstring_FIx Fix Serializer_wstring test error./Fix Serializer_wstring test error./
,,0.1844,OpenDDS,Extend QC test with a more complex test in attempt to reproduce a dds4ccm crash when using filters * tests/DCPS/QueryCondition/rtps_disc.ini: Added. * bin/dcps_tests.lst: * tests/DCPS/Priority/DataReaderListener.h: * tests/DCPS/Priority/Subscriber.cpp: * tests/DCPS/QueryCondition/Messenger.idl: * tests/DCPS/QueryCondition/QueryConditionTest.cpp: * tests/DCPS/QueryCondition/run_test.pl: * tests/DCPS/UnitTests/UnitTests.mpc:/
,,0.1779,OpenDDS,Extend QC test with a more complex test in attempt to reproduce a dds4ccm crash when using filters * tests/DCPS/QueryCondition/rtps_disc.ini: Added. * bin/dcps_tests.lst: * tests/DCPS/Priority/DataReaderListener.h: * tests/DCPS/Priority/Subscriber.cpp: * tests/DCPS/QueryCondition/Messenger.idl: * tests/DCPS/QueryCondition/QueryConditionTest.cpp: * tests/DCPS/QueryCondition/run_test.pl: * tests/DCPS/UnitTests/UnitTests.mpc:/
,,0.0686,OpenDDS,Fixed typo in comment * dds/DCPS/OwnershipManager.cpp:/
,,0.3512,OpenDDS,"Merge pull request from jwillemsen/jwi-filtercrash Check if item_registered_data_ is not null before calling into theÖ/Reworked this test to reproduce issue * tests/DCPS/SampleLost/DataReaderListener.cpp: * tests/DCPS/SampleLost/DataReaderListener.h: * tests/DCPS/SampleLost/DataWriterListenerImpl.cpp: * tests/DCPS/SampleLost/DataWriterListenerImpl.h: * tests/DCPS/SampleLost/Messenger.idl: * tests/DCPS/SampleLost/README: * tests/DCPS/SampleLost/SampleLost.mpc: * tests/DCPS/SampleLost/SampleLost_export.h: * tests/DCPS/SampleLost/Writer.cpp: * tests/DCPS/SampleLost/Writer.h: * tests/DCPS/SampleLost/pub.ini: * tests/DCPS/SampleLost/publisher.cpp: * tests/DCPS/SampleLost/run_test.pl: * tests/DCPS/SampleLost/sub.ini: * tests/DCPS/SampleLost/subscriber.cpp: Added. * NEWS.md: * dds/DCPS/DataReaderImpl_T.h:/Check if item_registered_data_ is not nill before calling into the evaluator, see issue * dds/DCPS/DataReaderImpl_T.h:/Merge branch jwi-gendirbug/"
,,0.1092,OpenDDS,"Merge pull request from jwillemsen/jwi-samplelostcrash Fix sample lost crash/Check whether we have an instance in a few places, fixes the crashing of the samplelost test * dds/DCPS/DataReaderImpl.cpp:/Merge pull request from jwillemsen/master Fixed crashes as reported with issue the number of tokens as part of the query condition matches the length of the query parameters, issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/QueryConditionImpl.cpp: * dds/DCPS/QueryConditionImpl.h: * tests/DCPS/QueryCondition/QueryConditionTest.cpp: * tests/DCPS/QueryCondition/run_test.pl:/Check that we have an instance before using it, solves the crashes as seen with issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/RequestedDeadlineWatchdog.cpp:/"
,,0.0785,OpenDDS,"Check the number of tokens as part of the query condition matches the length of the query parameters, issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/QueryConditionImpl.cpp: * dds/DCPS/QueryConditionImpl.h: * tests/DCPS/QueryCondition/QueryConditionTest.cpp: * tests/DCPS/QueryCondition/run_test.pl:/"
,,0.5009,OpenDDS,"Merge pull request from jwillemsen/jwi-aceerror-541 Use ACE_ERROR together with LM_ERROR, see issue ACE_ERROR together with LM_ERROR, see issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/DataWriterImpl.cpp: * dds/DCPS/DiscoveryBase.h: * dds/DCPS/MultiTopicDataReaderBase.cpp: * dds/DCPS/RTPS/ParameterListConverter.cpp: * dds/DCPS/RTPS/Sedp.cpp: * dds/DCPS/RTPS/Spdp.cpp: * dds/DCPS/ReactorInterceptor.cpp: * dds/DCPS/RecorderImpl.cpp: * dds/DCPS/ReplayerImpl.cpp: * dds/DCPS/StaticDiscovery.cpp: * dds/DCPS/transport/framework/ReceiveListenerSet.cpp: * dds/DCPS/transport/multicast/MulticastTransport.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpDataLink.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpSendStrategy.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpTransport.cpp: * dds/DCPS/transport/shmem/ShmemTransport.cpp: * dds/DCPS/transport/tcp/TcpTransport.cpp: * dds/DCPS/transport/udp/UdpTransport.cpp: * dds/FACE/config/QosSettings.cpp: * dds/idl/ts_generator.cpp: * performance-tests/DCPS/MulticastListenerTest/Writer.cpp: * performance-tests/DCPS/SimpleE2ETest/Reader.cpp: * performance-tests/DCPS/SimpleE2ETest/Writer.cpp: * performance-tests/DCPS/TCPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPNoKeyTest/Reader.cpp: * performance-tests/DCPS/UDPNoKeyTest/Writer.cpp: * tests/DCPS/Compiler/idl_test1_main/main.cpp: * tests/DCPS/Compiler/idl_test3_main/main.cpp: * tests/DCPS/FooTest5/DataReaderListener.cpp: * tests/DCPS/ManyToMany/publisher.cpp: * tests/DCPS/ManyToMany/subscriber.cpp: * tests/DCPS/NotifyTest/subscriber.cpp: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Ownership/subscriber.cpp: * tests/DCPS/Presentation/main.cpp: * tests/DCPS/RtpsDiscovery/RtpsDiscoveryTest.cpp: * tests/DCPS/StaticDiscovery/DataReaderListenerImpl.cpp: * tests/FACE/Compiler/idl_test1_main/main.cpp: * tests/FACE/Compiler/idl_test3_main/main.cpp: * tests/FACE/Unit/test_check.h: * tests/transport/rtps/subscriber.cpp: * tests/transport/rtps_reliability/rtps_reliability.cpp:/"
,,0.4972,OpenDDS,"Merge pull request from jwillemsen/jwi-aceerror-541 Use ACE_ERROR together with LM_ERROR, see issue ACE_ERROR together with LM_ERROR, see issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/DataWriterImpl.cpp: * dds/DCPS/DiscoveryBase.h: * dds/DCPS/MultiTopicDataReaderBase.cpp: * dds/DCPS/RTPS/ParameterListConverter.cpp: * dds/DCPS/RTPS/Sedp.cpp: * dds/DCPS/RTPS/Spdp.cpp: * dds/DCPS/ReactorInterceptor.cpp: * dds/DCPS/RecorderImpl.cpp: * dds/DCPS/ReplayerImpl.cpp: * dds/DCPS/StaticDiscovery.cpp: * dds/DCPS/transport/framework/ReceiveListenerSet.cpp: * dds/DCPS/transport/multicast/MulticastTransport.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpDataLink.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpSendStrategy.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpTransport.cpp: * dds/DCPS/transport/shmem/ShmemTransport.cpp: * dds/DCPS/transport/tcp/TcpTransport.cpp: * dds/DCPS/transport/udp/UdpTransport.cpp: * dds/FACE/config/QosSettings.cpp: * dds/idl/ts_generator.cpp: * performance-tests/DCPS/MulticastListenerTest/Writer.cpp: * performance-tests/DCPS/SimpleE2ETest/Reader.cpp: * performance-tests/DCPS/SimpleE2ETest/Writer.cpp: * performance-tests/DCPS/TCPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPNoKeyTest/Reader.cpp: * performance-tests/DCPS/UDPNoKeyTest/Writer.cpp: * tests/DCPS/Compiler/idl_test1_main/main.cpp: * tests/DCPS/Compiler/idl_test3_main/main.cpp: * tests/DCPS/FooTest5/DataReaderListener.cpp: * tests/DCPS/ManyToMany/publisher.cpp: * tests/DCPS/ManyToMany/subscriber.cpp: * tests/DCPS/NotifyTest/subscriber.cpp: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Ownership/subscriber.cpp: * tests/DCPS/Presentation/main.cpp: * tests/DCPS/RtpsDiscovery/RtpsDiscoveryTest.cpp: * tests/DCPS/StaticDiscovery/DataReaderListenerImpl.cpp: * tests/FACE/Compiler/idl_test1_main/main.cpp: * tests/FACE/Compiler/idl_test3_main/main.cpp: * tests/FACE/Unit/test_check.h: * tests/transport/rtps/subscriber.cpp: * tests/transport/rtps_reliability/rtps_reliability.cpp:/"
,,0.5055,OpenDDS,"Merge pull request from jwillemsen/jwi-aceerror-541 Use ACE_ERROR together with LM_ERROR, see issue ACE_ERROR together with LM_ERROR, see issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/DataWriterImpl.cpp: * dds/DCPS/DiscoveryBase.h: * dds/DCPS/MultiTopicDataReaderBase.cpp: * dds/DCPS/RTPS/ParameterListConverter.cpp: * dds/DCPS/RTPS/Sedp.cpp: * dds/DCPS/RTPS/Spdp.cpp: * dds/DCPS/ReactorInterceptor.cpp: * dds/DCPS/RecorderImpl.cpp: * dds/DCPS/ReplayerImpl.cpp: * dds/DCPS/StaticDiscovery.cpp: * dds/DCPS/transport/framework/ReceiveListenerSet.cpp: * dds/DCPS/transport/multicast/MulticastTransport.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpDataLink.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpSendStrategy.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpTransport.cpp: * dds/DCPS/transport/shmem/ShmemTransport.cpp: * dds/DCPS/transport/tcp/TcpTransport.cpp: * dds/DCPS/transport/udp/UdpTransport.cpp: * dds/FACE/config/QosSettings.cpp: * dds/idl/ts_generator.cpp: * performance-tests/DCPS/MulticastListenerTest/Writer.cpp: * performance-tests/DCPS/SimpleE2ETest/Reader.cpp: * performance-tests/DCPS/SimpleE2ETest/Writer.cpp: * performance-tests/DCPS/TCPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPNoKeyTest/Reader.cpp: * performance-tests/DCPS/UDPNoKeyTest/Writer.cpp: * tests/DCPS/Compiler/idl_test1_main/main.cpp: * tests/DCPS/Compiler/idl_test3_main/main.cpp: * tests/DCPS/FooTest5/DataReaderListener.cpp: * tests/DCPS/ManyToMany/publisher.cpp: * tests/DCPS/ManyToMany/subscriber.cpp: * tests/DCPS/NotifyTest/subscriber.cpp: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Ownership/subscriber.cpp: * tests/DCPS/Presentation/main.cpp: * tests/DCPS/RtpsDiscovery/RtpsDiscoveryTest.cpp: * tests/DCPS/StaticDiscovery/DataReaderListenerImpl.cpp: * tests/FACE/Compiler/idl_test1_main/main.cpp: * tests/FACE/Compiler/idl_test3_main/main.cpp: * tests/FACE/Unit/test_check.h: * tests/transport/rtps/subscriber.cpp: * tests/transport/rtps_reliability/rtps_reliability.cpp:/"
,,0.5046,OpenDDS,"Merge pull request from jwillemsen/jwi-aceerror-541 Use ACE_ERROR together with LM_ERROR, see issue ACE_ERROR together with LM_ERROR, see issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/DataWriterImpl.cpp: * dds/DCPS/DiscoveryBase.h: * dds/DCPS/MultiTopicDataReaderBase.cpp: * dds/DCPS/RTPS/ParameterListConverter.cpp: * dds/DCPS/RTPS/Sedp.cpp: * dds/DCPS/RTPS/Spdp.cpp: * dds/DCPS/ReactorInterceptor.cpp: * dds/DCPS/RecorderImpl.cpp: * dds/DCPS/ReplayerImpl.cpp: * dds/DCPS/StaticDiscovery.cpp: * dds/DCPS/transport/framework/ReceiveListenerSet.cpp: * dds/DCPS/transport/multicast/MulticastTransport.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpDataLink.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpSendStrategy.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpTransport.cpp: * dds/DCPS/transport/shmem/ShmemTransport.cpp: * dds/DCPS/transport/tcp/TcpTransport.cpp: * dds/DCPS/transport/udp/UdpTransport.cpp: * dds/FACE/config/QosSettings.cpp: * dds/idl/ts_generator.cpp: * performance-tests/DCPS/MulticastListenerTest/Writer.cpp: * performance-tests/DCPS/SimpleE2ETest/Reader.cpp: * performance-tests/DCPS/SimpleE2ETest/Writer.cpp: * performance-tests/DCPS/TCPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPNoKeyTest/Reader.cpp: * performance-tests/DCPS/UDPNoKeyTest/Writer.cpp: * tests/DCPS/Compiler/idl_test1_main/main.cpp: * tests/DCPS/Compiler/idl_test3_main/main.cpp: * tests/DCPS/FooTest5/DataReaderListener.cpp: * tests/DCPS/ManyToMany/publisher.cpp: * tests/DCPS/ManyToMany/subscriber.cpp: * tests/DCPS/NotifyTest/subscriber.cpp: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Ownership/subscriber.cpp: * tests/DCPS/Presentation/main.cpp: * tests/DCPS/RtpsDiscovery/RtpsDiscoveryTest.cpp: * tests/DCPS/StaticDiscovery/DataReaderListenerImpl.cpp: * tests/FACE/Compiler/idl_test1_main/main.cpp: * tests/FACE/Compiler/idl_test3_main/main.cpp: * tests/FACE/Unit/test_check.h: * tests/transport/rtps/subscriber.cpp: * tests/transport/rtps_reliability/rtps_reliability.cpp:/"
,,0.3876,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/"
,,0.3864,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/"
,,0.3864,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/"
,,0.3926,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/"
,,0.3851,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/"
,,0.5055,OpenDDS,"Merge pull request from jwillemsen/jwi-aceerror-541 Use ACE_ERROR together with LM_ERROR, see issue ACE_ERROR together with LM_ERROR, see issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/DataWriterImpl.cpp: * dds/DCPS/DiscoveryBase.h: * dds/DCPS/MultiTopicDataReaderBase.cpp: * dds/DCPS/RTPS/ParameterListConverter.cpp: * dds/DCPS/RTPS/Sedp.cpp: * dds/DCPS/RTPS/Spdp.cpp: * dds/DCPS/ReactorInterceptor.cpp: * dds/DCPS/RecorderImpl.cpp: * dds/DCPS/ReplayerImpl.cpp: * dds/DCPS/StaticDiscovery.cpp: * dds/DCPS/transport/framework/ReceiveListenerSet.cpp: * dds/DCPS/transport/multicast/MulticastTransport.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpDataLink.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpSendStrategy.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpTransport.cpp: * dds/DCPS/transport/shmem/ShmemTransport.cpp: * dds/DCPS/transport/tcp/TcpTransport.cpp: * dds/DCPS/transport/udp/UdpTransport.cpp: * dds/FACE/config/QosSettings.cpp: * dds/idl/ts_generator.cpp: * performance-tests/DCPS/MulticastListenerTest/Writer.cpp: * performance-tests/DCPS/SimpleE2ETest/Reader.cpp: * performance-tests/DCPS/SimpleE2ETest/Writer.cpp: * performance-tests/DCPS/TCPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPNoKeyTest/Reader.cpp: * performance-tests/DCPS/UDPNoKeyTest/Writer.cpp: * tests/DCPS/Compiler/idl_test1_main/main.cpp: * tests/DCPS/Compiler/idl_test3_main/main.cpp: * tests/DCPS/FooTest5/DataReaderListener.cpp: * tests/DCPS/ManyToMany/publisher.cpp: * tests/DCPS/ManyToMany/subscriber.cpp: * tests/DCPS/NotifyTest/subscriber.cpp: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Ownership/subscriber.cpp: * tests/DCPS/Presentation/main.cpp: * tests/DCPS/RtpsDiscovery/RtpsDiscoveryTest.cpp: * tests/DCPS/StaticDiscovery/DataReaderListenerImpl.cpp: * tests/FACE/Compiler/idl_test1_main/main.cpp: * tests/FACE/Compiler/idl_test3_main/main.cpp: * tests/FACE/Unit/test_check.h: * tests/transport/rtps/subscriber.cpp: * tests/transport/rtps_reliability/rtps_reliability.cpp:/"
,,0.4991,OpenDDS,"Merge pull request from jwillemsen/jwi-aceerror-541 Use ACE_ERROR together with LM_ERROR, see issue ACE_ERROR together with LM_ERROR, see issue * dds/DCPS/DataReaderImpl.cpp: * dds/DCPS/DataWriterImpl.cpp: * dds/DCPS/DiscoveryBase.h: * dds/DCPS/MultiTopicDataReaderBase.cpp: * dds/DCPS/RTPS/ParameterListConverter.cpp: * dds/DCPS/RTPS/Sedp.cpp: * dds/DCPS/RTPS/Spdp.cpp: * dds/DCPS/ReactorInterceptor.cpp: * dds/DCPS/RecorderImpl.cpp: * dds/DCPS/ReplayerImpl.cpp: * dds/DCPS/StaticDiscovery.cpp: * dds/DCPS/transport/framework/ReceiveListenerSet.cpp: * dds/DCPS/transport/multicast/MulticastTransport.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpDataLink.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpSendStrategy.cpp: * dds/DCPS/transport/rtps_udp/RtpsUdpTransport.cpp: * dds/DCPS/transport/shmem/ShmemTransport.cpp: * dds/DCPS/transport/tcp/TcpTransport.cpp: * dds/DCPS/transport/udp/UdpTransport.cpp: * dds/FACE/config/QosSettings.cpp: * dds/idl/ts_generator.cpp: * performance-tests/DCPS/MulticastListenerTest/Writer.cpp: * performance-tests/DCPS/SimpleE2ETest/Reader.cpp: * performance-tests/DCPS/SimpleE2ETest/Writer.cpp: * performance-tests/DCPS/TCPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPListenerTest/Writer.cpp: * performance-tests/DCPS/UDPNoKeyTest/Reader.cpp: * performance-tests/DCPS/UDPNoKeyTest/Writer.cpp: * tests/DCPS/Compiler/idl_test1_main/main.cpp: * tests/DCPS/Compiler/idl_test3_main/main.cpp: * tests/DCPS/FooTest5/DataReaderListener.cpp: * tests/DCPS/ManyToMany/publisher.cpp: * tests/DCPS/ManyToMany/subscriber.cpp: * tests/DCPS/NotifyTest/subscriber.cpp: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Ownership/subscriber.cpp: * tests/DCPS/Presentation/main.cpp: * tests/DCPS/RtpsDiscovery/RtpsDiscoveryTest.cpp: * tests/DCPS/StaticDiscovery/DataReaderListenerImpl.cpp: * tests/FACE/Compiler/idl_test1_main/main.cpp: * tests/FACE/Compiler/idl_test3_main/main.cpp: * tests/FACE/Unit/test_check.h: * tests/transport/rtps/subscriber.cpp: * tests/transport/rtps_reliability/rtps_reliability.cpp:/"
,,0.3914,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/"
,,0.3864,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/"
,,0.3864,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/Merge branch master into jwi-endhistorysampleleak/"
,,0.3852,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/Merge branch master into jwi-endhistorysampleleak/"
,,0.3876,OpenDDS,"Merge pull request from jwillemsen/jwi-cpp17-exceptionspecification Removed throw exception specification, results in a compile error wheÖ/Removed throw exception specification, results in a compile error when C++17 is enabled * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncClientExt_i.h: * performance-tests/DCPS/InfoRepo_population/SyncServer.cpp: * performance-tests/DCPS/InfoRepo_population/publisher.cpp: * performance-tests/DCPS/InfoRepo_population/subscriber.cpp: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer.cpp: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h:/"
