Topic_no,Keywords,Contrib,System,Text
,,0.7038,OpenDDS,"Merge pull request from jwillemsen/jwi-zapexceptionspec Removed obsolete exception specifications, see issue obsolete exception specifications, see issue * contrib/wrapper/DataReader_Listener_Base.h: * contrib/wrapper/DataReader_Listener_Base.inl: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.h: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.h: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.h: * examples/DCPS/Messenger_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_Imr/DataReaderListener.h: * performance-tests/Bench/src/DataReaderListener.cpp: * performance-tests/Bench/src/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.cpp: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.h: * performance-tests/DCPS/Priority/DataReaderListener.cpp: * performance-tests/DCPS/Priority/DataReaderListener.h: * performance-tests/DCPS/SimpleLatency/PubListener.cpp: * performance-tests/DCPS/SimpleLatency/PubListener.h: * performance-tests/DCPS/SimpleLatency/SubListener.cpp: * performance-tests/DCPS/SimpleLatency/SubListener.h: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h: * tests/DCPS/BidirMessenger/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.h: * tests/DCPS/CorbaSeq/DataReaderListener.cpp: * tests/DCPS/CorbaSeq/DataReaderListener.h: * tests/DCPS/DPFactoryQos/DataReaderListener.cpp: * tests/DCPS/DPFactoryQos/DataReaderListener.h: * tests/DCPS/Deadline/DataReaderListener.cpp: * tests/DCPS/Deadline/DataReaderListener.h: * tests/DCPS/Footprint/DataReaderListener.cpp: * tests/DCPS/GroupPresentation/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.h: * tests/DCPS/Lifespan/DataReaderListener.cpp: * tests/DCPS/Lifespan/DataReaderListener.h: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.cpp: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.h: * tests/DCPS/Messenger/DataReaderListener.cpp: * tests/DCPS/Monitor/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.h: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.h: * tests/DCPS/PersistentDurability/DataReaderListener.cpp: * tests/DCPS/PersistentDurability/DataReaderListener.h: * tests/DCPS/Priority/DataReaderListener.cpp: * tests/DCPS/Priority/DataReaderListener.h: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.cpp: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.h: * tests/DCPS/Reconnect/DataReaderListener.cpp: * tests/DCPS/Reconnect/DataReaderListener.h: * tests/DCPS/Rejects/DataReaderListener.cpp: * tests/DCPS/Rejects/DataReaderListener.h: * tests/DCPS/RtiSerialization/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.h: * tests/DCPS/SetQosDeadline/DataReaderListener.cpp: * tests/DCPS/SetQosDeadline/DataReaderListener.h: * tests/DCPS/SetQosPartition/DataReaderListener.cpp: * tests/DCPS/SetQosPartition/DataReaderListener.h: * tests/DCPS/StringKey/DataReaderListener.cpp: * tests/DCPS/StringKey/DataReaderListener.h: * tests/DCPS/TcpReconnect/DataReaderListener.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.h: * tests/DCPS/TransientDurability/DataReaderListener.cpp: * tests/DCPS/TransientDurability/DataReaderListener.h: * tests/DCPS/ZeroCopyDataReaderListener/DataReaderListener.cpp:/"
,,0.1,OpenDDS,"Merge branch master of into jwi-gendirbug/In tests and tools, dont leak memory from TypeSupport::get_type_name()/"
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
,,0.6326,OpenDDS,More missing OS_NS_unistd.h for ACE_OS::sleep * contrib/wrapper/example/publisher.cpp: * dds/DCPS/Service_Participant.cpp: * dds/InfoRepo/DCPS_IR_Publication.cpp: * examples/DCPS/IntroductionToOpenDDS/publisher.cpp: * examples/DCPS/Messenger_Imr/publisher.cpp: * examples/DCPS/Messenger_Imr/subscriber.cpp: * performance-tests/Bench/src/Process.cpp: * performance-tests/Bench/src/Publication.cpp: * performance-tests/DCPS/MulticastListenerTest/publisher.cpp: * performance-tests/DCPS/MulticastListenerTest/subscriber.cpp: * performance-tests/DCPS/Priority/Publisher.cpp: * performance-tests/DCPS/Priority/Writer.cpp: * performance-tests/DCPS/SimpleE2ETest/Reader.cpp: * performance-tests/DCPS/TCPListenerTest/DataReaderListener.cpp: * performance-tests/DCPS/TCPListenerTest/subscriber.cpp: * performance-tests/DCPS/TCPProfilingTest/DataReaderListener.cpp: * performance-tests/DCPS/TCPProfilingTest/subscriber.cpp: * performance-tests/DCPS/UDPListenerTest/publisher.cpp: * performance-tests/DCPS/UDPListenerTest/subscriber.cpp: * performance-tests/DCPS/UDPNoKeyTest/Reader.cpp: * performance-tests/DCPS/UDPNoKeyTest/publisher.cpp: * tests/DCPS/BuiltInTopic/main.cpp: * tests/DCPS/BuiltInTopicTest/monitor.cpp: * tests/DCPS/CompatibilityTest/publisher.cpp: * tests/DCPS/CompatibilityTest/subscriber.cpp: * tests/DCPS/CorbaSeq/publisher.cpp: * tests/DCPS/DcpsIntegration/topic.cpp: * tests/DCPS/Deadline/subscriber.cpp: * tests/DCPS/DestinationOrder/TestCase.cpp: * tests/DCPS/Dispose/main.cpp: * tests/DCPS/FooTest5/DataReaderListener.cpp: * tests/DCPS/FooTest5/publisher.cpp: * tests/DCPS/FooTest5_0/main.cpp: * tests/DCPS/Footprint/rtpspublisher.cpp: * tests/DCPS/Footprint/tcppublisher.cpp: * tests/DCPS/GroupPresentation/publisher.cpp: * tests/DCPS/Instances/PubDriver.h: * tests/DCPS/LargeSample/publisher.cpp: * tests/DCPS/ManyTopicTest/publisher.cpp: * tests/DCPS/ManyTopicTest/subscriber.cpp: * tests/DCPS/Messenger/publisher.cpp: * tests/DCPS/Monitor/publisher.cpp:/
,,0.7045,OpenDDS,"Merge pull request from jwillemsen/jwi-zapexceptionspec Removed obsolete exception specifications, see issue obsolete exception specifications, see issue * contrib/wrapper/DataReader_Listener_Base.h: * contrib/wrapper/DataReader_Listener_Base.inl: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.h: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.h: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.h: * examples/DCPS/Messenger_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_Imr/DataReaderListener.h: * performance-tests/Bench/src/DataReaderListener.cpp: * performance-tests/Bench/src/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.cpp: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.h: * performance-tests/DCPS/Priority/DataReaderListener.cpp: * performance-tests/DCPS/Priority/DataReaderListener.h: * performance-tests/DCPS/SimpleLatency/PubListener.cpp: * performance-tests/DCPS/SimpleLatency/PubListener.h: * performance-tests/DCPS/SimpleLatency/SubListener.cpp: * performance-tests/DCPS/SimpleLatency/SubListener.h: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h: * tests/DCPS/BidirMessenger/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.h: * tests/DCPS/CorbaSeq/DataReaderListener.cpp: * tests/DCPS/CorbaSeq/DataReaderListener.h: * tests/DCPS/DPFactoryQos/DataReaderListener.cpp: * tests/DCPS/DPFactoryQos/DataReaderListener.h: * tests/DCPS/Deadline/DataReaderListener.cpp: * tests/DCPS/Deadline/DataReaderListener.h: * tests/DCPS/Footprint/DataReaderListener.cpp: * tests/DCPS/GroupPresentation/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.h: * tests/DCPS/Lifespan/DataReaderListener.cpp: * tests/DCPS/Lifespan/DataReaderListener.h: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.cpp: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.h: * tests/DCPS/Messenger/DataReaderListener.cpp: * tests/DCPS/Monitor/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.h: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.h: * tests/DCPS/PersistentDurability/DataReaderListener.cpp: * tests/DCPS/PersistentDurability/DataReaderListener.h: * tests/DCPS/Priority/DataReaderListener.cpp: * tests/DCPS/Priority/DataReaderListener.h: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.cpp: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.h: * tests/DCPS/Reconnect/DataReaderListener.cpp: * tests/DCPS/Reconnect/DataReaderListener.h: * tests/DCPS/Rejects/DataReaderListener.cpp: * tests/DCPS/Rejects/DataReaderListener.h: * tests/DCPS/RtiSerialization/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.h: * tests/DCPS/SetQosDeadline/DataReaderListener.cpp: * tests/DCPS/SetQosDeadline/DataReaderListener.h: * tests/DCPS/SetQosPartition/DataReaderListener.cpp: * tests/DCPS/SetQosPartition/DataReaderListener.h: * tests/DCPS/StringKey/DataReaderListener.cpp: * tests/DCPS/StringKey/DataReaderListener.h: * tests/DCPS/TcpReconnect/DataReaderListener.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.h: * tests/DCPS/TransientDurability/DataReaderListener.cpp: * tests/DCPS/TransientDurability/DataReaderListener.h: * tests/DCPS/ZeroCopyDataReaderListener/DataReaderListener.cpp:/"
,,0.7038,OpenDDS,"Merge pull request from jwillemsen/jwi-zapexceptionspec Removed obsolete exception specifications, see issue obsolete exception specifications, see issue * contrib/wrapper/DataReader_Listener_Base.h: * contrib/wrapper/DataReader_Listener_Base.inl: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.h: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.h: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.h: * examples/DCPS/Messenger_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_Imr/DataReaderListener.h: * performance-tests/Bench/src/DataReaderListener.cpp: * performance-tests/Bench/src/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.cpp: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.h: * performance-tests/DCPS/Priority/DataReaderListener.cpp: * performance-tests/DCPS/Priority/DataReaderListener.h: * performance-tests/DCPS/SimpleLatency/PubListener.cpp: * performance-tests/DCPS/SimpleLatency/PubListener.h: * performance-tests/DCPS/SimpleLatency/SubListener.cpp: * performance-tests/DCPS/SimpleLatency/SubListener.h: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h: * tests/DCPS/BidirMessenger/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.h: * tests/DCPS/CorbaSeq/DataReaderListener.cpp: * tests/DCPS/CorbaSeq/DataReaderListener.h: * tests/DCPS/DPFactoryQos/DataReaderListener.cpp: * tests/DCPS/DPFactoryQos/DataReaderListener.h: * tests/DCPS/Deadline/DataReaderListener.cpp: * tests/DCPS/Deadline/DataReaderListener.h: * tests/DCPS/Footprint/DataReaderListener.cpp: * tests/DCPS/GroupPresentation/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.h: * tests/DCPS/Lifespan/DataReaderListener.cpp: * tests/DCPS/Lifespan/DataReaderListener.h: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.cpp: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.h: * tests/DCPS/Messenger/DataReaderListener.cpp: * tests/DCPS/Monitor/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.h: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.h: * tests/DCPS/PersistentDurability/DataReaderListener.cpp: * tests/DCPS/PersistentDurability/DataReaderListener.h: * tests/DCPS/Priority/DataReaderListener.cpp: * tests/DCPS/Priority/DataReaderListener.h: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.cpp: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.h: * tests/DCPS/Reconnect/DataReaderListener.cpp: * tests/DCPS/Reconnect/DataReaderListener.h: * tests/DCPS/Rejects/DataReaderListener.cpp: * tests/DCPS/Rejects/DataReaderListener.h: * tests/DCPS/RtiSerialization/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.h: * tests/DCPS/SetQosDeadline/DataReaderListener.cpp: * tests/DCPS/SetQosDeadline/DataReaderListener.h: * tests/DCPS/SetQosPartition/DataReaderListener.cpp: * tests/DCPS/SetQosPartition/DataReaderListener.h: * tests/DCPS/StringKey/DataReaderListener.cpp: * tests/DCPS/StringKey/DataReaderListener.h: * tests/DCPS/TcpReconnect/DataReaderListener.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.h: * tests/DCPS/TransientDurability/DataReaderListener.cpp: * tests/DCPS/TransientDurability/DataReaderListener.h: * tests/DCPS/ZeroCopyDataReaderListener/DataReaderListener.cpp:/"
,,0.7025,OpenDDS,"Merge pull request from jwillemsen/jwi-zapexceptionspec Removed obsolete exception specifications, see issue obsolete exception specifications, see issue * contrib/wrapper/DataReader_Listener_Base.h: * contrib/wrapper/DataReader_Listener_Base.inl: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.h: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.h: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.h: * examples/DCPS/Messenger_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_Imr/DataReaderListener.h: * performance-tests/Bench/src/DataReaderListener.cpp: * performance-tests/Bench/src/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.cpp: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.h: * performance-tests/DCPS/Priority/DataReaderListener.cpp: * performance-tests/DCPS/Priority/DataReaderListener.h: * performance-tests/DCPS/SimpleLatency/PubListener.cpp: * performance-tests/DCPS/SimpleLatency/PubListener.h: * performance-tests/DCPS/SimpleLatency/SubListener.cpp: * performance-tests/DCPS/SimpleLatency/SubListener.h: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h: * tests/DCPS/BidirMessenger/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.h: * tests/DCPS/CorbaSeq/DataReaderListener.cpp: * tests/DCPS/CorbaSeq/DataReaderListener.h: * tests/DCPS/DPFactoryQos/DataReaderListener.cpp: * tests/DCPS/DPFactoryQos/DataReaderListener.h: * tests/DCPS/Deadline/DataReaderListener.cpp: * tests/DCPS/Deadline/DataReaderListener.h: * tests/DCPS/Footprint/DataReaderListener.cpp: * tests/DCPS/GroupPresentation/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.h: * tests/DCPS/Lifespan/DataReaderListener.cpp: * tests/DCPS/Lifespan/DataReaderListener.h: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.cpp: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.h: * tests/DCPS/Messenger/DataReaderListener.cpp: * tests/DCPS/Monitor/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.h: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.h: * tests/DCPS/PersistentDurability/DataReaderListener.cpp: * tests/DCPS/PersistentDurability/DataReaderListener.h: * tests/DCPS/Priority/DataReaderListener.cpp: * tests/DCPS/Priority/DataReaderListener.h: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.cpp: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.h: * tests/DCPS/Reconnect/DataReaderListener.cpp: * tests/DCPS/Reconnect/DataReaderListener.h: * tests/DCPS/Rejects/DataReaderListener.cpp: * tests/DCPS/Rejects/DataReaderListener.h: * tests/DCPS/RtiSerialization/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.h: * tests/DCPS/SetQosDeadline/DataReaderListener.cpp: * tests/DCPS/SetQosDeadline/DataReaderListener.h: * tests/DCPS/SetQosPartition/DataReaderListener.cpp: * tests/DCPS/SetQosPartition/DataReaderListener.h: * tests/DCPS/StringKey/DataReaderListener.cpp: * tests/DCPS/StringKey/DataReaderListener.h: * tests/DCPS/TcpReconnect/DataReaderListener.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.h: * tests/DCPS/TransientDurability/DataReaderListener.cpp: * tests/DCPS/TransientDurability/DataReaderListener.h: * tests/DCPS/ZeroCopyDataReaderListener/DataReaderListener.cpp:/"
,,0.7045,OpenDDS,"Merge pull request from jwillemsen/jwi-zapexceptionspec Removed obsolete exception specifications, see issue obsolete exception specifications, see issue * contrib/wrapper/DataReader_Listener_Base.h: * contrib/wrapper/DataReader_Listener_Base.inl: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/ExchangeEventDataReaderListenerImpl.h: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.cpp: * examples/DCPS/IntroductionToOpenDDS/QuoteDataReaderListenerImpl.h: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_IOGR_Imr/DataReaderListener.h: * examples/DCPS/Messenger_Imr/DataReaderListener.cpp: * examples/DCPS/Messenger_Imr/DataReaderListener.h: * performance-tests/Bench/src/DataReaderListener.cpp: * performance-tests/Bench/src/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.cpp: * performance-tests/DCPS/InfoRepo_population/DataReaderListener.h: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.cpp: * performance-tests/DCPS/InfoRepo_population/SyncExt_i.h: * performance-tests/DCPS/Priority/DataReaderListener.cpp: * performance-tests/DCPS/Priority/DataReaderListener.h: * performance-tests/DCPS/SimpleLatency/PubListener.cpp: * performance-tests/DCPS/SimpleLatency/PubListener.h: * performance-tests/DCPS/SimpleLatency/SubListener.cpp: * performance-tests/DCPS/SimpleLatency/SubListener.h: * performance-tests/DCPS/Sync/SyncClient_i.cpp: * performance-tests/DCPS/Sync/SyncClient_i.h: * performance-tests/DCPS/Sync/SyncServer_i.cpp: * performance-tests/DCPS/Sync/SyncServer_i.h: * tests/DCPS/BidirMessenger/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.cpp: * tests/DCPS/BuiltInTopicTest/DataReaderListener.h: * tests/DCPS/CorbaSeq/DataReaderListener.cpp: * tests/DCPS/CorbaSeq/DataReaderListener.h: * tests/DCPS/DPFactoryQos/DataReaderListener.cpp: * tests/DCPS/DPFactoryQos/DataReaderListener.h: * tests/DCPS/Deadline/DataReaderListener.cpp: * tests/DCPS/Deadline/DataReaderListener.h: * tests/DCPS/Footprint/DataReaderListener.cpp: * tests/DCPS/GroupPresentation/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.cpp: * tests/DCPS/LatencyBudget/DataReaderListener.h: * tests/DCPS/Lifespan/DataReaderListener.cpp: * tests/DCPS/Lifespan/DataReaderListener.h: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.cpp: * tests/DCPS/ManualAssertLiveliness/DataReaderListener.h: * tests/DCPS/Messenger/DataReaderListener.cpp: * tests/DCPS/Monitor/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.cpp: * tests/DCPS/NotifyTest/DataReaderListener.h: * tests/DCPS/Ownership/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.cpp: * tests/DCPS/Partition/DataReaderListener.h: * tests/DCPS/PersistentDurability/DataReaderListener.cpp: * tests/DCPS/PersistentDurability/DataReaderListener.h: * tests/DCPS/Priority/DataReaderListener.cpp: * tests/DCPS/Priority/DataReaderListener.h: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.cpp: * tests/DCPS/Prst_delayed_subscriber/DataReaderListener.h: * tests/DCPS/Reconnect/DataReaderListener.cpp: * tests/DCPS/Reconnect/DataReaderListener.h: * tests/DCPS/Rejects/DataReaderListener.cpp: * tests/DCPS/Rejects/DataReaderListener.h: * tests/DCPS/RtiSerialization/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.cpp: * tests/DCPS/Serializer_wstring/DataReaderListener.h: * tests/DCPS/SetQosDeadline/DataReaderListener.cpp: * tests/DCPS/SetQosDeadline/DataReaderListener.h: * tests/DCPS/SetQosPartition/DataReaderListener.cpp: * tests/DCPS/SetQosPartition/DataReaderListener.h: * tests/DCPS/StringKey/DataReaderListener.cpp: * tests/DCPS/StringKey/DataReaderListener.h: * tests/DCPS/TcpReconnect/DataReaderListener.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.cpp: * tests/DCPS/Thrasher/DataReaderListenerImpl.h: * tests/DCPS/TransientDurability/DataReaderListener.cpp: * tests/DCPS/TransientDurability/DataReaderListener.h: * tests/DCPS/ZeroCopyDataReaderListener/DataReaderListener.cpp:/"
,,0.0865,OpenDDS,Merge pull request from jwillemsen/master Minor typo and doxygen fixes/
